# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = model_multi_reg_model
# start_datetime = 2022-02-26 10:26:23 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = C:\Users\SHUICH~1\AppData\Local\Temp\tmpsgj_8jlq\9n_crsuo.json
# init = 2 (Default)
# random
#   seed = 1234
# output
#   file = C:\Users\SHUICH~1\AppData\Local\Temp\tmpsgj_8jlq\model_multi_reg-20220226192623_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b1,b2,b3,sigma,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,mu.23,mu.24,mu.25,mu.26,mu.27,mu.28,mu.29,mu.30
46.024,0.975645,0.621484,2,7,0,-43.5083,-0.0125744,0.845707,0.772357,0.113324,0.653737,0.501875,0.21292,-0.275855,1.28641,0.525411,-0.55616,0.251076,0.914735,-1.2411,0.468537,-0.47061,0.298965,-1.2477,-2.21032,0.0400718,0.505067,1.57854,-0.0392526,-1.20521,0.473246,-0.119285,1.13391,-1.90221,-1.0524,1.76692,-1.07874,-0.990193,0.846817,0.553578
44.5492,0.822162,0.621484,3,7,0,-43.5105,0.0283508,0.87127,0.762704,0.141263,0.687001,0.533505,0.308464,-0.289669,1.31631,0.597584,-0.487543,0.312458,1.00029,-1.20987,0.500229,-0.454189,0.288934,-1.19791,-2.2028,0.108527,0.569058,1.60852,0.0125127,-1.19838,0.494628,-0.0391558,1.20967,-1.88594,-0.998406,1.84821,-1.05741,-0.987238,0.900874,0.562262
41.2619,0.849524,0.621484,2,7,0,-37.8535,0.046238,0.861458,0.722878,0.158629,0.671153,0.522186,0.368445,-0.31248,1.27209,0.623245,-0.422081,0.338965,1.02295,-1.15206,0.490298,-0.440957,0.24674,-1.12249,-2.12853,0.150064,0.587879,1.55272,0.0416023,-1.16483,0.474865,0.0196536,1.21443,-1.81577,-0.926828,1.8329,-1.01533,-0.965881,0.896775,0.527418
42.0746,1,0.621484,3,7,0,-39.0631,-0.0255528,0.844601,0.828786,0.109406,0.68828,0.531469,0.116441,-0.207064,1.35927,0.485645,-0.645228,0.216018,0.871646,-1.30024,0.496312,-0.464437,0.390663,-1.33948,-2.2779,-0.0181243,0.478497,1.66625,-0.0724681,-1.22004,0.51921,-0.205977,1.11911,-1.96921,-1.14149,1.77497,-1.11231,-0.987239,0.855074,0.625767
41.6305,0.793563,0.621484,3,7,0,-34.3743,0.0104033,0.850506,0.791326,0.0867476,0.692784,0.538753,0.216048,-0.233695,1.33899,0.544817,-0.55577,0.27003,0.935637,-1.23723,0.504753,-0.445521,0.350395,-1.25215,-2.21441,0.0518831,0.527702,1.63665,-0.0215742,-1.18987,0.514109,-0.115667,1.16331,-1.9043,-1.055,1.80593,-1.0674,-0.969042,0.880349,0.601584
42.3324,1,0.621484,2,3,0,-40.0494,-0.013232,0.866174,0.781754,0.0903681,0.661374,0.50667,0.231183,-0.29606,1.30303,0.541994,-0.557546,0.260316,0.941196,-1.26376,0.472826,-0.485355,0.288843,-1.26524,-2.25486,0.0479938,0.519026,1.59976,-0.0372757,-1.23418,0.474705,-0.110575,1.16105,-1.93946,-1.06569,1.80554,-1.10164,-1.01688,0.863339,0.552721
40.7584,0.922871,0.621484,3,7,0,-39.6455,0.00394851,0.820406,0.775848,0.202288,0.672735,0.523032,0.184167,-0.213751,1.30461,0.51376,-0.558938,0.249647,0.890135,-1.20995,0.489829,-0.431793,0.354828,-1.23147,-2.15466,0.034113,0.500123,1.59505,-0.0313187,-1.15459,0.502823,-0.133768,1.11599,-1.85532,-1.04064,1.74102,-1.0405,-0.937637,0.847984,0.592944
43.2733,0.998076,0.621484,3,7,0,-39.904,0.0116548,0.851941,0.772955,0.0921814,0.678584,0.526059,0.246193,-0.260791,1.31245,0.55592,-0.529125,0.279177,0.948364,-1.22169,0.492641,-0.451403,0.316167,-1.22544,-2.19719,0.0686944,0.534257,1.60538,-0.0134217,-1.18947,0.495771,-0.0892905,1.16662,-1.8869,-1.02897,1.80219,-1.06042,-0.97447,0.875398,0.574359
44.9693,1,0.621484,2,3,0,-43.3613,-0.0012343,0.849081,0.78071,0.0991278,0.672177,0.519236,0.217523,-0.258092,1.31097,0.536503,-0.554038,0.261473,0.927123,-1.23905,0.485594,-0.459395,0.321193,-1.24867,-2.21302,0.047478,0.517286,1.60566,-0.0298796,-1.19895,0.491992,-0.115149,1.14979,-1.90359,-1.05232,1.7875,-1.07367,-0.981408,0.863638,0.575062
41.5268,0.736623,0.621484,2,3,0,-41.1492,0.0149366,0.861116,0.76587,0.0889062,0.676067,0.52328,0.274322,-0.282286,1.30626,0.57206,-0.511064,0.291171,0.969486,-1.21888,0.490001,-0.458085,0.294539,-1.21391,-2.20227,0.0847021,0.546631,1.59826,-0.00497175,-1.19821,0.488284,-0.0672841,1.18242,-1.8889,-1.01611,1.81849,-1.06278,-0.98574,0.881983,0.560656
45.2334,1,0.621484,2,7,0,-40.0682,0.00984248,0.875409,0.802396,0.139026,0.70201,0.544553,0.239036,-0.258556,1.35889,0.5654,-0.55673,0.28165,0.968255,-1.26426,0.50995,-0.463339,0.337653,-1.27274,-2.268,0.0620478,0.545009,1.66205,-0.0188009,-1.22486,0.515747,-0.104362,1.19658,-1.94902,-1.07044,1.85302,-1.09488,-1.00137,0.900551,0.600236
42.2392,0.773775,0.621484,3,7,0,-39.7039,-0.0074251,0.870095,0.719136,0.144303,0.614496,0.46502,0.333934,-0.38532,1.21397,0.580359,-0.465744,0.292396,0.984609,-1.2086,0.433168,-0.503055,0.17498,-1.17248,-2.193,0.106081,0.542117,1.4945,-0.00822819,-1.22998,0.414099,-0.0201442,1.17254,-1.87729,-0.975425,1.79268,-1.07543,-1.0325,0.847361,0.462141
43.8541,0.977456,0.621484,3,7,0,-41.4474,-0.0235181,0.84678,0.825086,0.124193,0.687237,0.530545,0.127298,-0.213773,1.35598,0.491649,-0.636986,0.220884,0.878932,-1.29664,0.495487,-0.46542,0.383091,-1.33266,-2.27583,-0.0114817,0.483144,1.66221,-0.068494,-1.22074,0.516594,-0.196901,1.12413,-1.96645,-1.13446,1.77928,-1.11085,-0.989174,0.857108,0.62075
43.9483,0.992644,0.621484,3,7,0,-42.3946,0.0298527,0.838869,0.740283,0.146844,0.669015,0.520696,0.290939,-0.267915,1.27897,0.575217,-0.474803,0.301145,0.962659,-1.16726,0.488465,-0.432822,0.291619,-1.15913,-2.12427,0.102375,0.549115,1.56189,0.0125059,-1.15161,0.484954,-0.0427853,1.16721,-1.8191,-0.966735,1.78445,-1.0178,-0.946451,0.872241,0.552797
44.5603,0.925573,0.621484,3,7,0,-41.0165,-0.0250444,0.827372,0.749572,0.143494,0.621732,0.473704,0.204311,-0.29118,1.23657,0.50402,-0.548769,0.235176,0.8852,-1.22191,0.441284,-0.475101,0.268689,-1.22494,-2.16909,0.0312082,0.482732,1.52077,-0.0490125,-1.19147,0.443978,-0.121675,1.09662,-1.86777,-1.03418,1.71341,-1.06578,-0.983009,0.813364,0.5198
45.2953,0.974775,0.621484,3,7,0,-43.3996,0.0150429,0.864592,0.79681,0.109568,0.702304,0.546405,0.235135,-0.243903,1.35402,0.56177,-0.550316,0.281854,0.959435,-1.24691,0.512089,-0.450894,0.346721,-1.25775,-2.23899,0.063201,0.542623,1.65458,-0.0147741,-1.20466,0.519185,-0.103315,1.18709,-1.92388,-1.05772,1.8372,-1.07769,-0.982568,0.89643,0.604614
44.7866,0.890516,0.621484,3,7,0,-43.357,0.0172124,0.836381,0.796993,0.150394,0.704108,0.55095,0.192194,-0.196167,1.3524,0.534209,-0.564708,0.26541,0.917616,-1.22534,0.516904,-0.425064,0.38597,-1.25071,-2.18947,0.0432183,0.521691,1.6501,-0.0208725,-1.16424,0.532063,-0.130949,1.15087,-1.88419,-1.05586,1.79057,-1.04989,-0.941168,0.880033,0.626707
42.9215,0.910039,0.621484,3,7,0,-40.4447,0.0526165,0.815871,0.76414,0.129578,0.711454,0.563244,0.242587,-0.174397,1.33478,0.562979,-0.497238,0.299764,0.937636,-1.1484,0.530465,-0.383113,0.387982,-1.16558,-2.08663,0.0884463,0.547716,1.62165,0.0201628,-1.09908,0.541037,-0.0747989,1.15855,-1.78907,-0.976195,1.77707,-0.98322,-0.885657,0.889097,0.627259
43.4757,1,0.621484,3,7,0,-41.7722,-0.049444,0.870351,0.79161,0.121248,0.633543,0.477547,0.187333,-0.325008,1.28244,0.505695,-0.60452,0.22312,0.906524,-1.31107,0.443343,-0.521878,0.265222,-1.31601,-2.30797,0.00729314,0.484012,1.58222,-0.0757516,-1.27664,0.447159,-0.155082,1.13047,-1.99094,-1.11519,1.78058,-1.14543,-1.05638,0.833724,0.528341
41.1427,0.855863,0.621484,3,7,0,-39.4373,0.0778673,0.83253,0.767776,0.148565,0.740076,0.589912,0.289052,-0.170747,1.36797,0.604086,-0.467214,0.33459,0.98698,-1.13772,0.556852,-0.370625,0.398187,-1.14845,-2.09309,0.123835,0.585768,1.65753,0.0489745,-1.09663,0.563848,-0.0367631,1.20645,-1.78966,-0.955813,1.83266,-0.974539,-0.882618,0.92677,0.646345
45.2329,0.990929,0.621484,3,7,0,-40.9062,-0.0212882,0.874771,0.788761,0.117631,0.65938,0.503207,0.226642,-0.30799,1.30689,0.53979,-0.569999,0.255259,0.942991,-1.2836,0.469052,-0.49834,0.282408,-1.28467,-2.28441,0.0411366,0.516422,1.60637,-0.045305,-1.25431,0.470712,-0.11863,1.16465,-1.96589,-1.08318,1.81523,-1.12021,-1.03509,0.863691,0.549157
45.494,0.984429,0.621484,3,7,0,-43.6373,0.0197183,0.823945,0.772445,0.128346,0.685702,0.535959,0.210493,-0.208489,1.3157,0.534795,-0.536571,0.269031,0.913123,-1.1938,0.502831,-0.420083,0.359762,-1.21157,-2.14145,0.0553188,0.519551,1.60561,-0.0133187,-1.14342,0.513743,-0.109913,1.13659,-1.84093,-1.02028,1.76154,-1.02665,-0.927651,0.864766,0.601159
44.8237,0.963931,0.621484,2,3,0,-44.4723,0.0243131,0.819053,0.7565,0.124516,0.676773,0.528937,0.230409,-0.218642,1.29529,0.541489,-0.513486,0.276443,0.918128,-1.17255,0.496374,-0.416546,0.341557,-1.18377,-2.11265,0.0686303,0.523732,1.58046,-0.00451903,-1.13124,0.503623,-0.0899443,1.13462,-1.81411,-0.994188,1.75117,-1.0115,-0.920329,0.859922,0.585313
43.9256,0.942671,0.621484,3,7,0,-42.4983,-0.0253503,0.839155,0.741878,0.113,0.615161,0.46667,0.233882,-0.321317,1.22624,0.519591,-0.531972,0.245527,0.9071,-1.22399,0.434385,-0.48775,0.23896,-1.21662,-2.18155,0.0461427,0.493788,1.50961,-0.0431765,-1.2073,0.431298,-0.0997381,1.11239,-1.87625,-1.02409,1.73039,-1.07388,-1.00165,0.817848,0.499779
44.5722,0.905667,0.621484,2,3,0,-42.2077,-0.00544481,0.831291,0.736066,0.121833,0.630025,0.482824,0.249705,-0.29702,1.23616,0.533871,-0.508845,0.262462,0.917693,-1.1938,0.450804,-0.463142,0.258476,-1.18715,-2.14258,0.0644809,0.508572,1.51717,-0.0235068,-1.17638,0.448108,-0.0806031,1.12162,-1.84012,-0.996362,1.73431,-1.04458,-0.972299,0.830295,0.51647
45.6058,0.991514,0.621484,2,7,0,-44.0217,-0.0172704,0.855367,0.75956,0.130733,0.638437,0.486778,0.242117,-0.314206,1.26361,0.536677,-0.538159,0.257572,0.931508,-1.24185,0.45376,-0.487521,0.258275,-1.23624,-2.21848,0.0529703,0.511144,1.55334,-0.0366234,-1.22225,0.451675,-0.0974029,1.14243,-1.90722,-1.03982,1.77375,-1.08734,-1.01157,0.843521,0.523015
44.8032,0.892741,0.621484,3,7,0,-42.6387,-0.0230603,0.86448,0.796415,0.149489,0.663867,0.508014,0.197424,-0.282384,1.3153,0.523727,-0.587957,0.243826,0.921355,-1.28461,0.473712,-0.48903,0.308043,-1.29529,-2.27651,0.02532,0.504517,1.61574,-0.0527708,-1.24258,0.480715,-0.141029,1.14883,-1.96144,-1.0953,1.79874,-1.11554,-1.02062,0.858099,0.566
45.3726,0.945967,0.621484,3,7,0,-43.2682,0.000671966,0.820829,0.78774,0.135302,0.679485,0.528675,0.164337,-0.200849,1.31951,0.505528,-0.57787,0.242148,0.881533,-1.2234,0.495082,-0.431583,0.372756,-1.25147,-2.17055,0.0218192,0.494519,1.61316,-0.0386692,-1.15915,0.511723,-0.151891,1.11322,-1.87085,-1.05996,1.74331,-1.04872,-0.938467,0.849615,0.607158
46.0077,0.986658,0.621484,3,7,0,-44.2716,0.011528,0.866218,0.778894,0.122495,0.683725,0.529272,0.260157,-0.275426,1.32343,0.568099,-0.528935,0.286187,0.967463,-1.23665,0.495521,-0.461556,0.308312,-1.23648,-2.22731,0.0750368,0.544465,1.61941,-0.0114932,-1.20931,0.496481,-0.0820905,1.18588,-1.91194,-1.03707,1.82922,-1.07582,-0.992912,0.887015,0.573172
45.9725,0.977047,0.621484,3,7,0,-45.1672,-0.0153154,0.838511,0.768522,0.130266,0.647632,0.496817,0.204296,-0.272477,1.27679,0.51685,-0.557935,0.245056,0.902728,-1.23567,0.463674,-0.46857,0.29858,-1.24377,-2.1971,0.0347317,0.497306,1.56716,-0.0427325,-1.19797,0.46921,-0.124637,1.1214,-1.89156,-1.04999,1.75015,-1.07346,-0.983918,0.837829,0.550113
44.0185,0.778948,0.621484,2,3,0,-42.7765,-0.0394195,0.828595,0.769073,0.113937,0.62381,0.473914,0.16363,-0.279874,1.25209,0.482074,-0.588512,0.214225,0.862916,-1.25335,0.44085,-0.4842,0.2884,-1.26684,-2.20504,0.00245829,0.464972,1.54159,-0.0699146,-1.20866,0.449374,-0.159843,1.0838,-1.90296,-1.07486,1.70909,-1.08874,-0.994107,0.807388,0.53374
42.9518,0.987643,0.621484,3,7,0,-41.3205,-0.00225624,0.847434,0.817825,0.172242,0.702394,0.546288,0.160118,-0.203855,1.36627,0.516896,-0.605637,0.245324,0.904865,-1.26979,0.511459,-0.447051,0.390217,-1.30135,-2.24841,0.0159979,0.506574,1.67064,-0.0444793,-1.19994,0.530081,-0.165618,1.14633,-1.93892,-1.1034,1.79872,-1.0874,-0.970674,0.875976,0.630697
44.0497,1,0.621484,3,7,0,-41.3467,0.0307306,0.83351,0.751222,0.111522,0.679011,0.530235,0.267453,-0.242923,1.29575,0.565496,-0.491651,0.294361,0.949696,-1.17177,0.497701,-0.423928,0.319489,-1.17259,-2.12531,0.0904744,0.543153,1.58101,0.00796492,-1.14412,0.499176,-0.0615889,1.16073,-1.82182,-0.980622,1.78049,-1.01623,-0.935339,0.873837,0.573768
45.5838,0.983288,0.621484,3,7,0,-42.9699,0.0145188,0.84817,0.783729,0.143989,0.690457,0.537335,0.227455,-0.236597,1.33119,0.549928,-0.542848,0.275485,0.93994,-1.22517,0.503604,-0.441905,0.343655,-1.23698,-2.19875,0.0601477,0.531616,1.62659,-0.0154568,-1.18214,0.511216,-0.104232,1.16429,-1.88959,-1.04064,1.8029,-1.05824,-0.96362,0.879965,0.595964
44.392,0.855609,0.621484,2,3,0,-42.9862,0.0154609,0.842652,0.8207,0.123431,0.722445,0.566549,0.16607,-0.174383,1.38768,0.528282,-0.59453,0.25881,0.913696,-1.25115,0.531674,-0.424405,0.419422,-1.28679,-2.22551,0.0277249,0.519736,1.69232,-0.0291673,-1.17591,0.552563,-0.156609,1.15752,-1.91764,-1.08957,1.80932,-1.06643,-0.945582,0.891653,0.656044
45.564,1,0.621484,2,3,0,-43.9991,0.00145525,0.837034,0.804268,0.123413,0.694492,0.540618,0.166936,-0.202659,1.34782,0.515834,-0.589815,0.247329,0.899215,-1.2476,0.50633,-0.439017,0.382673,-1.27677,-2.21361,0.0222519,0.504832,1.64752,-0.0390075,-1.18132,0.523609,-0.155376,1.13596,-1.90798,-1.08143,1.7789,-1.06903,-0.955975,0.867539,0.621376
43.5044,0.780593,0.621484,2,3,0,-42.3987,0.0309821,0.880102,0.750682,0.136582,0.679666,0.526385,0.342549,-0.318263,1.3019,0.614955,-0.46373,0.325444,1.02271,-1.20336,0.493412,-0.46283,0.258068,-1.18006,-2.20302,0.127497,0.581611,1.59182,0.0219549,-1.20701,0.481497,-0.011811,1.22439,-1.88329,-0.979542,1.86125,-1.05822,-0.99994,0.90466,0.540761
44.0881,0.98907,0.621484,2,7,0,-42.5611,0.0432379,0.86025,0.760003,0.137548,0.699409,0.547233,0.309746,-0.260911,1.32549,0.602116,-0.475419,0.321123,0.999391,-1.1851,0.514152,-0.430955,0.313234,-1.17724,-2.16664,0.11694,0.575544,1.61585,0.0251484,-1.16839,0.510822,-0.0323465,1.20958,-1.85368,-0.9799,1.8429,-1.03145,-0.957732,0.907428,0.580785
43.9037,0.9971,0.621484,3,7,0,-43.0097,0.0395609,0.860469,0.782511,0.156492,0.714699,0.560484,0.273812,-0.233033,1.35615,0.588448,-0.509063,0.309073,0.984731,-1.20764,0.526672,-0.427545,0.350449,-1.21247,-2.19321,0.0957418,0.566985,1.65249,0.0135915,-1.1737,0.530409,-0.0647334,1.20607,-1.87978,-1.01393,1.84876,-1.04394,-0.955971,0.912658,0.610618
43.1826,0.949702,0.621484,3,7,0,-41.8424,-0.0373072,0.822504,0.795784,0.112398,0.648314,0.49662,0.117367,-0.230115,1.29404,0.465656,-0.625636,0.202226,0.842113,-1.26924,0.46275,-0.468365,0.347313,-1.30101,-2.2194,-0.0211764,0.4561,1.58999,-0.0790004,-1.19987,0.481463,-0.198458,1.07747,-1.91898,-1.10878,1.71151,-1.0913,-0.976721,0.815875,0.580044
43.96,1,0.621484,3,7,0,-42.1768,0.0306182,0.867017,0.751108,0.146406,0.67942,0.527379,0.320769,-0.297009,1.30029,0.600647,-0.472231,0.316318,1.00178,-1.19501,0.494521,-0.452109,0.275526,-1.17864,-2.18176,0.116591,0.570456,1.58898,0.017636,-1.18966,0.486453,-0.0264363,1.20622,-1.86659,-0.980508,1.83839,-1.04682,-0.982021,0.895817,0.550148
45.4086,0.925685,0.621484,3,7,0,-42.1158,-0.0248737,0.854334,0.77751,0.111784,0.645938,0.492771,0.206871,-0.294706,1.28321,0.519838,-0.570359,0.242498,0.913268,-1.26367,0.459181,-0.488463,0.284855,-1.26879,-2.24231,0.0304527,0.498661,1.57759,-0.0508618,-1.22952,0.463074,-0.129167,1.13332,-1.9311,-1.07163,1.77166,-1.10087,-1.01316,0.842224,0.542976
44.2761,0.928409,0.621484,3,7,0,-43.1052,-0.0383238,0.851306,0.79094,0.150999,0.643747,0.489673,0.169151,-0.284253,1.28979,0.497106,-0.603519,0.221975,0.888348,-1.28619,0.455677,-0.495041,0.299921,-1.30049,-2.2641,0.00408304,0.479716,1.58743,-0.0699326,-1.23966,0.464684,-0.16306,1.11568,-1.95372,-1.1032,1.75843,-1.1167,-1.01898,0.832001,0.551723
44.359,1,0.621484,3,7,0,-42.7218,-0.0105889,0.824351,0.734325,0.127344,0.623287,0.476919,0.236052,-0.293487,1.22736,0.522225,-0.515674,0.253415,0.902627,-1.19268,0.445024,-0.463043,0.259185,-1.18859,-2.13429,0.0552917,0.498146,1.5072,-0.0300542,-1.17201,0.443745,-0.0907818,1.10705,-1.83428,-0.999173,1.71643,-1.04274,-0.968248,0.819889,0.513556
42.8735,0.869716,0.621484,3,7,0,-41.4954,0.0509731,0.864844,0.817027,0.145748,0.755272,0.597536,0.242179,-0.179717,1.42079,0.588783,-0.541272,0.3103,0.985586,-1.22797,0.562562,-0.408644,0.41931,-1.25017,-2.22371,0.0834365,0.574214,1.72675,0.0140942,-1.17027,0.575992,-0.0931153,1.22325,-1.90817,-1.04906,1.88179,-1.04973,-0.94183,0.940397,0.670607
43.7445,0.982349,0.621484,3,7,0,-41.1121,0.0202594,0.817031,0.794107,0.1573,0.704367,0.553358,0.168663,-0.166136,1.34826,0.518232,-0.568993,0.256829,0.892007,-1.20648,0.519596,-0.406761,0.40894,-1.2401,-2.15094,0.0334386,0.50957,1.6432,-0.0224335,-1.13479,0.539331,-0.144471,1.1276,-1.85245,-1.04897,1.75891,-1.02811,-0.91198,0.869172,0.638914
45.704,0.991251,0.621484,3,7,0,-42.6645,-0.0014695,0.834967,0.752381,0.127473,0.647814,0.498791,0.235891,-0.275822,1.26552,0.534302,-0.524557,0.262681,0.91918,-1.20594,0.466206,-0.456973,0.28751,-1.20668,-2.16113,0.0585007,0.511884,1.55125,-0.0242202,-1.17836,0.467634,-0.093751,1.13051,-1.85711,-1.01438,1.75129,-1.0502,-0.969268,0.843051,0.542286
45.8463,0.990272,0.621484,3,7,0,-45.1352,-0.00844789,0.86144,0.799484,0.116697,0.681008,0.525177,0.20276,-0.258541,1.33415,0.533752,-0.579205,0.25528,0.929695,-1.27044,0.490805,-0.470884,0.332228,-1.28442,-2.25984,0.0351495,0.515955,1.6351,-0.0401251,-1.22403,0.499643,-0.133547,1.15929,-1.94579,-1.08483,1.80934,-1.09933,-1.001,0.871898,0.587319
45.3685,0.85293,0.621484,3,7,0,-43.8654,-0.0199522,0.874973,0.777303,0.126054,0.651066,0.4959,0.244899,-0.323222,1.29079,0.546542,-0.553225,0.261064,0.950407,-1.27288,0.462115,-0.500874,0.262518,-1.26733,-2.27195,0.051637,0.520499,1.58725,-0.0398662,-1.25257,0.460087,-0.102349,1.16633,-1.95355,-1.06639,1.81226,-1.11467,-1.03696,0.8607,0.533215
45.8456,0.981538,0.621484,2,3,0,-44.9251,-0.000328472,0.845673,0.788353,0.14079,0.679459,0.526167,0.201939,-0.240878,1.32303,0.530356,-0.565322,0.257246,0.91888,-1.24214,0.49231,-0.453169,0.34052,-1.25785,-2.21402,0.0397174,0.513688,1.6194,-0.0326622,-1.19387,0.502096,-0.127642,1.14602,-1.90565,-1.06173,1.78561,-1.07259,-0.973819,0.865267,0.589773
44.1419,0.811711,0.621484,3,7,0,-40.0716,-0.0145403,0.873457,0.746859,0.141759,0.6308,0.478511,0.292002,-0.358533,1.24959,0.564186,-0.507984,0.277,0.968777,-1.2411,0.445728,-0.504028,0.214207,-1.21902,-2.23352,0.0797964,0.531517,1.53782,-0.0241504,-1.2433,0.434487,-0.0593823,1.16984,-1.91617,-1.01992,1.80266,-1.09622,-1.03721,0.853259,0.494149
42.9303,0.9881,0.621484,3,7,0,-41.839,-0.0419205,0.887226,0.775777,0.155964,0.628038,0.471811,0.244619,-0.367033,1.26826,0.538144,-0.566066,0.247728,0.948272,-1.30207,0.437955,-0.533587,0.221798,-1.28939,-2.31304,0.0404275,0.50889,1.56558,-0.0577328,-1.29107,0.431967,-0.109513,1.16104,-1.99039,-1.08627,1.8109,-1.14722,-1.07634,0.846233,0.500429
40.885,0.905627,0.621484,3,7,0,-38.5662,-0.0472496,0.882929,0.739937,0.171145,0.592433,0.439839,0.284377,-0.416267,1.2077,0.544574,-0.525959,0.253137,0.954288,-1.27462,0.407187,-0.546897,0.156496,-1.24376,-2.27526,0.0599175,0.508107,1.49506,-0.0516623,-1.28844,0.391066,-0.0732636,1.15006,-1.95473,-1.04328,1.78355,-1.13491,-1.08484,0.824113,0.444489
45.7694,0.985236,0.621484,2,7,0,-39.0111,0.0150889,0.853273,0.79989,0.13179,0.704737,0.549668,0.212726,-0.221312,1.35713,0.548522,-0.560935,0.273294,0.940319,-1.24158,0.515363,-0.440384,0.367145,-1.25996,-2.22295,0.0519955,0.532724,1.65734,-0.0191066,-1.18945,0.526647,-0.119093,1.17172,-1.91174,-1.06186,1.81889,-1.06851,-0.966015,0.890197,0.617152
45.833,0.851965,0.621484,3,7,0,-43.1547,-0.0135518,0.844695,0.760554,0.131818,0.642797,0.492091,0.227432,-0.29194,1.2673,0.52873,-0.541941,0.2539,0.918122,-1.23156,0.459146,-0.474554,0.277712,-1.23197,-2.19778,0.0475826,0.505916,1.5562,-0.0363586,-1.20412,0.460403,-0.106147,1.13162,-1.89023,-1.03747,1.75939,-1.07428,-0.992776,0.840577,0.535653
44.0459,0.8702,0.621484,2,3,0,-43.4464,-0.0452822,0.83123,0.765909,0.142125,0.61533,0.46546,0.16654,-0.294454,1.24179,0.480418,-0.58862,0.211292,0.862746,-1.25841,0.432473,-0.49329,0.273316,-1.26875,-2.21218,0.00113866,0.461975,1.53072,-0.0738943,-1.21791,0.439247,-0.158875,1.08154,-1.90923,-1.07645,1.7065,-1.09579,-1.00444,0.802035,0.52131
40.5622,0.673626,0.621484,2,3,0,-38.5598,-0.0743727,0.838699,0.780563,0.120017,0.598723,0.44681,0.128094,-0.314766,1.23611,0.452521,-0.632984,0.181566,0.837904,-1.30487,0.413275,-0.523895,0.261307,-1.31971,-2.26852,-0.0336439,0.435695,1.52969,-0.105985,-1.258,0.422572,-0.198979,1.06253,-1.96271,-1.12528,1.69631,-1.13729,-1.04016,0.783583,0.508934
42.9156,0.826493,0.621484,3,7,0,-35.7336,0.0382739,0.860214,0.733729,0.138753,0.672308,0.52249,0.342785,-0.303064,1.28048,0.609046,-0.445273,0.326077,1.00759,-1.16818,0.490262,-0.444375,0.260248,-1.14542,-2.14525,0.1326,0.576458,1.56386,0.029447,-1.17175,0.478619,-0.0035656,1.20471,-1.83275,-0.949428,1.82719,-1.02632,-0.969349,0.892212,0.536549
43.0928,0.979051,0.621484,3,7,0,-40.1594,-0.0414207,0.888542,0.814162,0.138697,0.660902,0.501107,0.191604,-0.314229,1.32745,0.522594,-0.61613,0.234567,0.931506,-1.33441,0.465993,-0.521788,0.290811,-1.34287,-2.35317,0.0117809,0.501835,1.63509,-0.070398,-1.29463,0.471792,-0.156989,1.16312,-2.02941,-1.13754,1.82929,-1.16261,-1.06787,0.862544,0.557424
44.6935,0.97293,0.621484,3,7,0,-41.4445,0.0171361,0.836321,0.765645,0.155006,0.677619,0.527276,0.237433,-0.240586,1.30454,0.548306,-0.522904,0.277157,0.933218,-1.1993,0.494248,-0.435216,0.32862,-1.20689,-2.15808,0.0677359,0.528614,1.59392,-0.00990253,-1.16238,0.499494,-0.0907817,1.15088,-1.85336,-1.01366,1.77763,-1.03791,-0.949158,0.867714,0.579787
44.6639,0.839673,0.621484,3,7,0,-40.7441,-0.0397095,0.845863,0.795557,0.125986,0.646151,0.492194,0.152426,-0.270354,1.29465,0.487905,-0.614225,0.215265,0.876172,-1.28764,0.458102,-0.490383,0.31407,-1.30735,-2.26093,-0.00517697,0.472843,1.59295,-0.0745301,-1.23394,0.470116,-0.176085,1.10686,-1.95237,-1.11083,1.74949,-1.1149,-1.01163,0.828817,0.561033
